name	artist_uri	artist_image	artist_url	artist_popularity	avg_related_artist_pop	followers	genres	num_genres
Ric Wilson	spotify:artist:34zbMuAgXxsgqnGXSxWvCR	https://i.scdn.co/image/ab6761610000e5eb6b13ae4a739cc2deec975c44	https://open.spotify.com/artist/34zbMuAgXxsgqnGXSxWvCR	45	49.85	23719	['psychedelic hip hop']	1
Said The Sky	spotify:artist:4LZ4De2MoO3lP6QaNCfvcu	https://i.scdn.co/image/ab6761610000e5ebcd9e2b8f901285164a7fde6c	https://open.spotify.com/artist/4LZ4De2MoO3lP6QaNCfvcu	58	49.0	244861	['edm', 'electropop', 'future bass', 'melodic dubstep', 'pop dance', 'pop edm', 'tropical house']	7
Quincy Mumford	spotify:artist:5SuvllnauIOmQexrVDf3yZ	https://i.scdn.co/image/ab6761610000e5ebbb2157a484521145d9901e81	https://open.spotify.com/artist/5SuvllnauIOmQexrVDf3yZ	26	37.45	5138	['alternative r&b']	1
Pardison Fontaine	spotify:artist:7Gkyjs2OYQpJdOvvmwIz2Z	https://i.scdn.co/image/ab6761610000e5eb317b25cea8c0143b6b9fd053	https://open.spotify.com/artist/7Gkyjs2OYQpJdOvvmwIz2Z	50	49.25	168456	['rap', 'upstate ny rap']	2
Avril Lavigne	spotify:artist:0p4nmQO2msCgU4IF37Wi3j	https://i.scdn.co/image/ab6761610000e5ebb0472fb072403737786ac79a	https://open.spotify.com/artist/0p4nmQO2msCgU4IF37Wi3j	75	63.6	8880727	['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']	5
JID	spotify:artist:6U3ybJ9UHNKEdsH7ktGBZ7	https://i.scdn.co/image/ab6761610000e5eb52a6fa5f05c26ac257c6feda	https://open.spotify.com/artist/6U3ybJ9UHNKEdsH7ktGBZ7	78	59.95	894260	['hip hop', 'rap', 'underground hip hop']	3
Jordan Brooker	spotify:artist:7MhkhYdulwE1sjZ8K3bucH	https://i.scdn.co/image/ab6761610000e5eb270a8d2238091c97c12da829	https://open.spotify.com/artist/7MhkhYdulwE1sjZ8K3bucH	25	28.0	2565	['country pop']	1
Dinah Jane	spotify:artist:59KQTERLpPa7M0F25fRH6V	https://i.scdn.co/image/ab6761610000e5eb219fc4d48aea39b33bb53119	https://open.spotify.com/artist/59KQTERLpPa7M0F25fRH6V	40	55.5	409167	['post-teen pop']	1
Farid Bang	spotify:artist:2JwyRtuXf2l6sTnSnGVIa1	https://i.scdn.co/image/ab6761610000e5ebddfc72290be4505521d09957	https://open.spotify.com/artist/2JwyRtuXf2l6sTnSnGVIa1	66	52.7	803682	['german hip hop']	1
2gether	spotify:artist:1FyYqlTR8CuFH7eRGd0tpe	https://i.scdn.co/image/ab67616d0000b2733b75d31a3fa4fd0f90295f76	https://open.spotify.com/artist/1FyYqlTR8CuFH7eRGd0tpe	21	38.0	25648	['boy band']	1
641	spotify:artist:36GKejsL7yWJuDLK1a0WvS	None	https://open.spotify.com/artist/36GKejsL7yWJuDLK1a0WvS	0	36.25	1977	[]	0
Aretha Franklin	spotify:artist:7nwUJBm0HE4ZxD3f5cy5ok	https://i.scdn.co/image/ab6761610000e5ebf12270128127ba170f90097d	https://open.spotify.com/artist/7nwUJBm0HE4ZxD3f5cy5ok	68	59.25	2917730	['classic soul', 'jazz blues', 'memphis soul', 'soul', 'southern soul']	5
George Michael	spotify:artist:19ra5tSw0tWufvUp8GotLo	https://i.scdn.co/image/ab6761610000e5ebf8b74c36ba6c31fc0f58783c	https://open.spotify.com/artist/19ra5tSw0tWufvUp8GotLo	71	59.75	3818464	[]	0
girl in red	spotify:artist:3uwAm6vQy7kWPS2bciKWx9	https://i.scdn.co/image/ab6761610000e5eb05b8c8f98561880f045ed2c2	https://open.spotify.com/artist/3uwAm6vQy7kWPS2bciKWx9	75	64.7	5126568	['bedroom pop', 'bubblegrunge', 'indie pop', 'norwegian indie', 'pop']	5
Grapetooth	spotify:artist:2JcgT3bbIW7SctN6eQI2eh	https://i.scdn.co/image/ab6761610000e5eb58e7bc7c4d6ed4eca4c8b5b9	https://open.spotify.com/artist/2JcgT3bbIW7SctN6eQI2eh	35	40.75	20534	[]	0
KB	spotify:artist:77IKXFvO7SpWrq8hflrUXc	https://i.scdn.co/image/ab6761610000e5eb94be155b879fe3c3edf72620	https://open.spotify.com/artist/77IKXFvO7SpWrq8hflrUXc	58	42.6	357110	['christian hip hop', 'christian trap']	2
Willy William	spotify:artist:4RSyJzf7ef6Iu2rnLdabNq	https://i.scdn.co/image/ab6761610000e5ebdde80699594b5d8641951c82	https://open.spotify.com/artist/4RSyJzf7ef6Iu2rnLdabNq	68	49.15	200394	['francoton']	1
Alkaline Trio	spotify:artist:1aEYCT7t18aM3VvM6y8oVR	https://i.scdn.co/image/ab6761610000e5ebbde9f7de7da33220edc96e9e	https://open.spotify.com/artist/1aEYCT7t18aM3VvM6y8oVR	55	42.8	332648	['chicago punk', 'emo', 'pop punk', 'punk', 'screamo', 'skate punk']	6
Bassnectar	spotify:artist:1JPy5PsJtkhftfdr6saN2i	https://i.scdn.co/image/ab6761610000e5ebe1aac5a59f6fe28130b396d4	https://open.spotify.com/artist/1JPy5PsJtkhftfdr6saN2i	54	46.6	606630	['bass music', 'breakbeat', 'brostep', 'edm', 'electro house', 'electronic trap', 'glitch hop']	7
Andy Mineo	spotify:artist:1TMrnxBwZfmfRxsGzkNIHw	https://i.scdn.co/image/ab6761610000e5eb7910a6f4d8ab3b5a3002763e	https://open.spotify.com/artist/1TMrnxBwZfmfRxsGzkNIHw	59	39.65	513996	['christian hip hop', 'christian trap']	2
Becky G	spotify:artist:4obzFoKoKRHIphyHzJ35G3	https://i.scdn.co/image/ab6761610000e5eb978f96761eb3fa26b91f1fb8	https://open.spotify.com/artist/4obzFoKoKRHIphyHzJ35G3	80	58.8	11735053	['latin', 'latin viral pop', 'rap latina', 'reggaeton']	4
Kodie Shane	spotify:artist:1CUeN4GnHAGUk9nAXPorF4	https://i.scdn.co/image/ab6761610000e5eb009f5e38855861b7fd51af8f	https://open.spotify.com/artist/1CUeN4GnHAGUk9nAXPorF4	47	56.2	93508	['atl hip hop', 'trap queen']	2
Justin Roberts	spotify:artist:2gHhEiY4Ov9eRbhCEFY5jM	https://i.scdn.co/image/ab6761610000e5eb3da4ee54b41fe3d34e26fc46	https://open.spotify.com/artist/2gHhEiY4Ov9eRbhCEFY5jM	14	25.85	13213	['social media pop']	1
Bas	spotify:artist:70gP6Ry4Uo0Yx6uzPIdaiJ	https://i.scdn.co/image/ab6761610000e5ebe33ef339180da12882d8db11	https://open.spotify.com/artist/70gP6Ry4Uo0Yx6uzPIdaiJ	67	56.35	457481	['hip hop', 'queens hip hop', 'rap', 'southern hip hop', 'sudanese hip hop', 'sudanese pop', 'trap', 'underground hip hop']	8
Black Coffee	spotify:artist:6wMr4zKPrrR0UVz08WtUWc	https://i.scdn.co/image/ab6761610000e5ebf864b62fe4d5946c8187a61d	https://open.spotify.com/artist/6wMr4zKPrrR0UVz08WtUWc	60	41.8	850656	['deep house', 'south african house', 'south african pop dance']	3
Uncle Murda	spotify:artist:3kortApcf0ntRWexUkJE4H	https://i.scdn.co/image/ab6761610000e5ebf498b1f956695b8a44c4e657	https://open.spotify.com/artist/3kortApcf0ntRWexUkJE4H	45	47.2	249905	['battle rap', 'nyc rap', 'trap']	3
Hippo Campus	spotify:artist:1btWGBz4Uu1HozTwb2Lm8A	https://i.scdn.co/image/ab6761610000e5eba6083ccfc09ae97298e8201d	https://open.spotify.com/artist/1btWGBz4Uu1HozTwb2Lm8A	62	53.85	537137	['indie pop', 'indie poptimism', 'minneapolis indie', 'modern rock']	4
Goody Grace	spotify:artist:1iH2Yx2Ea0kZ0zKI3Nlk30	https://i.scdn.co/image/ab6761610000e5eb09243b89d0466f51cd192e97	https://open.spotify.com/artist/1iH2Yx2Ea0kZ0zKI3Nlk30	56	51.65	114622	['pop rap']	1
Regular Marcus	spotify:artist:74D7VqoGwvnaLS4CUgTZKO	https://i.scdn.co/image/ab6761610000e5eb47dcdcb8320689a44bf0c613	https://open.spotify.com/artist/74D7VqoGwvnaLS4CUgTZKO	2	None	140	[]	0
Bradley Cooper	spotify:artist:4VIvfOurcf0vuLRxLkGnIG	https://i.scdn.co/image/ab6761610000e5eb9400a1dccee9f0df97847c0f	https://open.spotify.com/artist/4VIvfOurcf0vuLRxLkGnIG	68	60.4	203667	['hollywood']	1
iLOVEFRiDAY	spotify:artist:5aaYmOKQc6tyyyitvrjJNE	https://i.scdn.co/image/ab6761610000e5eb5b0eefa659883e4117cfbe80	https://open.spotify.com/artist/5aaYmOKQc6tyyyitvrjJNE	43	54.65	51042	['viral pop']	1
Young Greatness	spotify:artist:6eUSUma6IbsuvfAs9c0Kti	https://i.scdn.co/image/6100fb7738f09df716e502534fd32a0a993a251f	https://open.spotify.com/artist/6eUSUma6IbsuvfAs9c0Kti	34	37.05	65307	['new orleans rap']	1
Richard Swift	spotify:artist:7fSjnDr8tBO37Xbb2UXuYr	https://i.scdn.co/image/ab6761610000e5ebf269afd754a34817acd0b343	https://open.spotify.com/artist/7fSjnDr8tBO37Xbb2UXuYr	43	41.75	40364	['indie rock', 'neo-psychedelic', 'stomp and holler']	3
Vladimir Cauchemar	spotify:artist:2V5xArcB3BGAHmwsK46tyU	https://i.scdn.co/image/ab6761610000e5ebb9f4952e7c51a030f35945be	https://open.spotify.com/artist/2V5xArcB3BGAHmwsK46tyU	56	43.75	99397	[]	0
Lalo Ebratt	spotify:artist:1GAymyGBvB4gQy5Z5LZ1Wj	https://i.scdn.co/image/ab6761610000e5eb176d8579da88e3e9ddf1bcda	https://open.spotify.com/artist/1GAymyGBvB4gQy5Z5LZ1Wj	65	64.9	1714099	['colombian hip hop', 'dominican pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'reggaeton flow', 'trap latino']	8
Pressa	spotify:artist:5olrQpDroHT7sjmYWMLivy	https://i.scdn.co/image/ab6761610000e5eb69456fc451c5c8ed332fb244	https://open.spotify.com/artist/5olrQpDroHT7sjmYWMLivy	53	29.25	107098	['canadian hip hop', 'melodic rap', 'rap montrealais', 'toronto rap', 'trap']	5
Pedro Capó	spotify:artist:4QVBYiagIaa6ZGSPMbybpy	https://i.scdn.co/image/ab6761610000e5eb457c9ba97d2dd1342f12eb7f	https://open.spotify.com/artist/4QVBYiagIaa6ZGSPMbybpy	68	45.05	1498739	['latin', 'latin pop', 'puerto rican pop']	3
Marc Anthony	spotify:artist:4wLXwxDeWQ8mtUIRPxGiD6	https://i.scdn.co/image/ab6761610000e5ebea64d3b81527134c0d65f341	https://open.spotify.com/artist/4wLXwxDeWQ8mtUIRPxGiD6	75	63.5	7461488	['latin', 'latin pop', 'modern salsa', 'salsa', 'tropical']	5
Kevin Roldan	spotify:artist:1RBzGO6Nm3uyhUSxP7EDWO	https://i.scdn.co/image/ab6761610000e5ebf10460bcd688baef563cc202	https://open.spotify.com/artist/1RBzGO6Nm3uyhUSxP7EDWO	68	68.95	4807670	['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton colombiano', 'reggaeton flow', 'trap latino']	7
Cliff Richard	spotify:artist:2nvKpWcP8etYTq4JrRiUiy	https://i.scdn.co/image/a83dde6a555a82ae9f5b30639e20026338d23dd8	https://open.spotify.com/artist/2nvKpWcP8etYTq4JrRiUiy	53	45.15	304989	['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'mellow gold', 'new wave pop', 'rock-and-roll', 'soft rock']	8
Dear Silas	spotify:artist:4C6vnglzmsWszcdp5WaX6O	https://i.scdn.co/image/ab6761610000e5eb528fbf82befe64a9babf22bc	https://open.spotify.com/artist/4C6vnglzmsWszcdp5WaX6O	50	51.7	14859	['mississippi hip hop']	1
K/DA	spotify:artist:4gOc8TsQed9eqnqJct2c5v	https://i.scdn.co/image/ab6761610000e5ebdc1dc943555dfa1ee2a107e5	https://open.spotify.com/artist/4gOc8TsQed9eqnqJct2c5v	64	58.65	1617602	['k-pop girl group']	1
Calboy	spotify:artist:0HkcYmcjrBR3SCw9Ld5VZk	https://i.scdn.co/image/ab6761610000e5eb914aadde60385e72285c363d	https://open.spotify.com/artist/0HkcYmcjrBR3SCw9Ld5VZk	58	50.35	821196	['chicago rap', 'melodic rap', 'pop rap', 'trap', 'vapor trap']	5
Dominic Fike	spotify:artist:6USv9qhCn6zfxlBQIYJ9qs	https://i.scdn.co/image/ab6761610000e5eb436d45fb9b11ad089e0e3c11	https://open.spotify.com/artist/6USv9qhCn6zfxlBQIYJ9qs	72	60.05	934508	['alternative pop rock', 'pop']	2
Ellie Goulding	spotify:artist:0X2BH1fck6amBIoJhDVmmJ	https://i.scdn.co/image/ab6761610000e5ebaa972cb3308ccbeeff38666a	https://open.spotify.com/artist/0X2BH1fck6amBIoJhDVmmJ	76	71.9	10948203	['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk pop']	7
Eearz	spotify:artist:1gM6j9hjPg1Mfkq0yPNRP3	https://i.scdn.co/image/ab6761610000e5ebf96218be5092307cdecd353e	https://open.spotify.com/artist/1gM6j9hjPg1Mfkq0yPNRP3	38	51.3	6908	['atl trap']	1
Peter Manos	spotify:artist:4K9aclpXgCPNFGEqRlFPal	https://i.scdn.co/image/ab6761610000e5eb2d51a45a6cd219b102fd58e7	https://open.spotify.com/artist/4K9aclpXgCPNFGEqRlFPal	48	49.1	67411	[]	0
Takeoff	spotify:artist:3EW0kQ1skZiK1NHg3Spt9J	https://i.scdn.co/image/ab6761610000e5ebcd96eb60bc1fd4e16f7fd113	https://open.spotify.com/artist/3EW0kQ1skZiK1NHg3Spt9J	67	60.0	1264806	['atl hip hop', 'rap', 'southern hip hop', 'trap']	4
Paulo Londra	spotify:artist:3vQ0GE3mI0dAaxIMYe5g7z	https://i.scdn.co/image/ab6761610000e5eba8d1d46523149557e9df850f	https://open.spotify.com/artist/3vQ0GE3mI0dAaxIMYe5g7z	79	70.8	17217211	['argentine hip hop', 'trap argentino', 'trap latino']	3
IZ*ONE	spotify:artist:5r1tUTxVSgvBHnoDuDODPH	https://i.scdn.co/image/ab6761610000e5eba6b0d348c125a072e5284b3e	https://open.spotify.com/artist/5r1tUTxVSgvBHnoDuDODPH	62	48.1	1430292	['k-pop', 'k-pop girl group']	2
Zara Larsson	spotify:artist:1Xylc3o4UrD53lo9CvFvVg	https://i.scdn.co/image/ab6761610000e5eba63a2b0ceb57eb509d67c90f	https://open.spotify.com/artist/1Xylc3o4UrD53lo9CvFvVg	75	69.45	10180496	['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']	10
Lil Tjay	spotify:artist:6jGMq4yGs7aQzuGsMgVgZR	https://i.scdn.co/image/ab6761610000e5ebbc1085cf5d08b85cd1836ca2	https://open.spotify.com/artist/6jGMq4yGs7aQzuGsMgVgZR	80	67.2	5255840	['brooklyn drill', 'melodic rap', 'nyc rap']	3
The Gregory Brothers	spotify:artist:0V8tQXWkKPD5SxsB2moGew	https://i.scdn.co/image/ab6761610000e5eb74b7bbea0e65134152b72022	https://open.spotify.com/artist/0V8tQXWkKPD5SxsB2moGew	53	42.95	100039	['antiviral pop', 'comic', 'social media pop']	3
QUIX	spotify:artist:19EW4WBhl0fvZUQgi7wV5M	https://i.scdn.co/image/ab6761610000e5ebf769da46b772954ad1a73d1c	https://open.spotify.com/artist/19EW4WBhl0fvZUQgi7wV5M	46	46.7	57349	['bass trap', 'dubstep', 'electro house', 'electronic trap', 'melodic dubstep', 'vapor twitch']	6
Des Rocs	spotify:artist:2kO6mP0olFJGGh6kvUdNC8	https://i.scdn.co/image/ab6761610000e5ebac45558e0b27ec27a651bd21	https://open.spotify.com/artist/2kO6mP0olFJGGh6kvUdNC8	52	47.15	142718	['modern alternative rock', 'modern rock', 'rebel blues', 'rock']	4
Blueface	spotify:artist:3Fl1V19tmjt57oBdxXKAjJ	https://i.scdn.co/image/ab6761610000e5ebec1036e155af0cd446b6600f	https://open.spotify.com/artist/3Fl1V19tmjt57oBdxXKAjJ	67	63.8	5232396	['cali rap', 'trap']	2
TWICE	spotify:artist:7n2Ycct7Beij7Dj7meI4X0	https://i.scdn.co/image/ab6761610000e5eb464ef353e1a7c72f67de8158	https://open.spotify.com/artist/7n2Ycct7Beij7Dj7meI4X0	79	57.9	13936530	['k-pop', 'k-pop girl group']	2
Lauren Jauregui	spotify:artist:3J0BpFVUc9LeOIVeN5uNhU	https://i.scdn.co/image/ab6761610000e5ebd463e78a0015c31212473aba	https://open.spotify.com/artist/3J0BpFVUc9LeOIVeN5uNhU	57	49.3	1267607	['pop', 'post-teen pop', 'r&b']	3
Free Nationals	spotify:artist:4596e2d3KmYzAeVenjCxfj	https://i.scdn.co/image/ab6761610000e5eb4fe02b54742183946c8ce0fc	https://open.spotify.com/artist/4596e2d3KmYzAeVenjCxfj	61	55.7	212491	['alternative r&b', 'indie soul']	2
Cameron Dallas	spotify:artist:5s3rUylqooMyGsFE0rOFJT	https://i.scdn.co/image/ab6761610000e5ebe497e1de6951c81eab76c6f7	https://open.spotify.com/artist/5s3rUylqooMyGsFE0rOFJT	36	50.75	428113	['teen pop']	1
070 Shake	spotify:artist:12Zk1DFhCbHY6v3xep2ZjI	https://i.scdn.co/image/ab6761610000e5ebb9eb30cbda12d194968d44ed	https://open.spotify.com/artist/12Zk1DFhCbHY6v3xep2ZjI	64	56.5	361492	['alternative r&b', 'new jersey rap']	2
j ember	spotify:artist:4UUDpbs7gikfzHz0CRvdnv	https://i.scdn.co/image/ab6761610000e5ebb9a8c780b6b4c0e2bde35b7e	https://open.spotify.com/artist/4UUDpbs7gikfzHz0CRvdnv	38	39.05	10199	['toronto indie']	1
311	spotify:artist:41Q0HrwWBtuUkJc7C1Rp6K	https://i.scdn.co/image/ab6761610000e5eb40d6cf99f1e4c6c8ad47411f	https://open.spotify.com/artist/41Q0HrwWBtuUkJc7C1Rp6K	60	52.95	852765	['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'pop rock', 'rap rock', 'reggae fusion', 'rock']	9
Devault	spotify:artist:1VBAKMui4zm5MnBWNn3NbL	https://i.scdn.co/image/ab6761610000e5ebf1fe521a948afe37edb4c145	https://open.spotify.com/artist/1VBAKMui4zm5MnBWNn3NbL	48	46.5	37569	['future bass', 'vapor twitch']	2
Wisin & Yandel	spotify:artist:1wZtkThiXbVNtj6hee6dz9	https://i.scdn.co/image/ab6761610000e5eb812644afc20cab37c72a8ba9	https://open.spotify.com/artist/1wZtkThiXbVNtj6hee6dz9	77	68.75	5402387	['electro latino', 'latin', 'latin hip hop', 'reggaeton', 'trap latino']	5
Little Mix	spotify:artist:3e7awlrlDSwF3iM0WBjGMp	https://i.scdn.co/image/ab6761610000e5eb08cd53940cbf5813ee5fe565	https://open.spotify.com/artist/3e7awlrlDSwF3iM0WBjGMp	77	67.15	10466901	['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']	6
THEY.	spotify:artist:0pghUohLPptZWBasy2wmUx	https://i.scdn.co/image/ab6761610000e5ebac2d6a166fdb93d219c1a10e	https://open.spotify.com/artist/0pghUohLPptZWBasy2wmUx	55	51.0	289988	['alternative r&b', 'trap soul', 'underground hip hop']	3
The Glorious Sons	spotify:artist:5CPxrqCStgt6AfI4fLiedH	https://i.scdn.co/image/ab6761610000e5eb5531b71bf141dcfb85a58f8a	https://open.spotify.com/artist/5CPxrqCStgt6AfI4fLiedH	53	44.3	164659	['canadian indie', 'canadian rock', 'kingston on indie', 'modern alternative rock', 'modern rock', 'rock']	6
Kirko Bangz	spotify:artist:2r8r62VGJKGi463aH1HJUZ	https://i.scdn.co/image/ab6761610000e5eb4aece51858be40f0076e094c	https://open.spotify.com/artist/2r8r62VGJKGi463aH1HJUZ	51	51.75	662530	['dirty south rap', 'gangster rap', 'houston rap', 'pop rap', 'rap', 'southern hip hop', 'trap']	7
JENNIE	spotify:artist:250b0Wlc5Vk0CoUsaCY84M	https://i.scdn.co/image/ab6761610000e5eb70fbc1e9b8a9305cacedb417	https://open.spotify.com/artist/250b0Wlc5Vk0CoUsaCY84M	59	59.65	2493760	['k-pop']	1
Party in Backyard	spotify:artist:7vGkwxpdjmp2UoWRIfqrVc	https://i.scdn.co/image/ab6761610000e5eb00fadfe6fc7b6a61dec33213	https://open.spotify.com/artist/7vGkwxpdjmp2UoWRIfqrVc	45	36.4	75819	['social media pop']	1
Madison Beer	spotify:artist:2kRfqPViCqYdSGhYSM9R0Q	https://i.scdn.co/image/ab6761610000e5ebf6dd8fddf50fcd117fef100b	https://open.spotify.com/artist/2kRfqPViCqYdSGhYSM9R0Q	71	65.45	5112080	['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']	5
SLANDER	spotify:artist:20DZAfCuP1TKZl5KcY7z3Q	https://i.scdn.co/image/ab6761610000e5eb8ea9bed64e98b8ad91b1f98d	https://open.spotify.com/artist/20DZAfCuP1TKZl5KcY7z3Q	67	52.8	360972	['dubstep', 'edm', 'pop dance']	3
IU	spotify:artist:3HqSLMAZ3g3d5poNaI7GOU	https://i.scdn.co/image/ab6761610000e5eb006ff3c0136a71bfb9928d34	https://open.spotify.com/artist/3HqSLMAZ3g3d5poNaI7GOU	70	53.25	7100006	['k-pop']	1
Christian Leave	spotify:artist:2G8UkPZnQ8i78L8TfqP1X6	https://i.scdn.co/image/ab6761610000e5eba6779ffd90b06ccf14568c0f	https://open.spotify.com/artist/2G8UkPZnQ8i78L8TfqP1X6	59	55.75	341781	['indie pop', 'modern rock', 'pop']	3
Lucas & Steve	spotify:artist:5wwneIFdawNgQ7GvKK29Z3	https://i.scdn.co/image/ab6761610000e5eb3e8bcc0c90a072a688c9d58f	https://open.spotify.com/artist/5wwneIFdawNgQ7GvKK29Z3	64	56.55	418255	['dance pop', 'edm', 'electro house', 'pop dance', 'pop edm', 'tropical house']	6
Jamie Drake	spotify:artist:7rvB7ONJSqlmaCrcbhelir	https://i.scdn.co/image/ab6761610000e5eb71b6b78639a23a7e683b8bc6	https://open.spotify.com/artist/7rvB7ONJSqlmaCrcbhelir	41	40.25	10280	['la pop']	1
Brandon Ratcliff	spotify:artist:3nUBs75tDCL2pzPZGHoljy	https://i.scdn.co/image/ab6761610000e5eb0fa67b3357d13d5812a1c9ff	https://open.spotify.com/artist/3nUBs75tDCL2pzPZGHoljy	26	32.05	6294	['country pop']	1
Emily Blunt	spotify:artist:1Q67mZjXzxBuLSgvgFdtuG	https://i.scdn.co/image/ab67616d0000b2737946322637527b7bc49626ad	https://open.spotify.com/artist/1Q67mZjXzxBuLSgvgFdtuG	44	39.65	14810	['hollywood']	1
Mark Ronson	spotify:artist:3hv9jJF3adDNsBSIQDqcjp	https://i.scdn.co/image/ab6761610000e5eb105cc9628c315b29d299fbb4	https://open.spotify.com/artist/3hv9jJF3adDNsBSIQDqcjp	74	61.95	968881	['dance pop', 'pop']	2
SLATIN	spotify:artist:2K7Mq9tikWmSfodrb6ZyD3	https://i.scdn.co/image/ab6761610000e5eb1bce2cf9d5c1ffcde80388eb	https://open.spotify.com/artist/2K7Mq9tikWmSfodrb6ZyD3	31	32.7	5944	['pop edm']	1
Stephen Puth	spotify:artist:6B72wjgAkhvxTVCL6xS6mC	https://i.scdn.co/image/ab6761610000e5eb7d55fda55d72debf8dc5e759	https://open.spotify.com/artist/6B72wjgAkhvxTVCL6xS6mC	49	51.55	211434	[]	0
Ski Mask The Slump God	spotify:artist:2rhFzFmezpnW82MNqEKVry	https://i.scdn.co/image/ab6761610000e5ebc422e139e232c73565c7c3d6	https://open.spotify.com/artist/2rhFzFmezpnW82MNqEKVry	75	60.1	5020212	['miami hip hop', 'rap']	2
Lunay	spotify:artist:47MpMsUfWtgyIIBEFOr4FE	https://i.scdn.co/image/ab6761610000e5eb1db8a4795dc8b97abc1f6f11	https://open.spotify.com/artist/47MpMsUfWtgyIIBEFOr4FE	72	71.2	6861674	['latin', 'latin hip hop', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino']	6
Hillsong UNITED	spotify:artist:74cb3MG0x0BOnYNW1uXYnM	https://i.scdn.co/image/ab6761610000e5eb08b1ae876402b0a3c83d0030	https://open.spotify.com/artist/74cb3MG0x0BOnYNW1uXYnM	68	54.25	3438717	['ccm', 'christian alternative rock', 'christian music', 'worship']	4
Jacquees	spotify:artist:4tMm1dU6Gn04VAZ9ClHcIZ	https://i.scdn.co/image/ab6761610000e5ebb13d32c402395ea1bdfb87ee	https://open.spotify.com/artist/4tMm1dU6Gn04VAZ9ClHcIZ	65	60.0	2170871	['atl hip hop', 'pop', 'pop r&b', 'pop rap', 'r&b', 'rap', 'urban contemporary']	7
Stafford Brothers	spotify:artist:1dnbud9cuozLQ86MtrDPFr	https://i.scdn.co/image/ab6761610000e5eb1136221ced4f9ddbb46efa6c	https://open.spotify.com/artist/1dnbud9cuozLQ86MtrDPFr	38	39.2	12022	['australian dance']	1
Nacho	spotify:artist:2ayNSoKPCRAfjp6hQ76hRu	https://i.scdn.co/image/ab6761610000e5eb41680f4ed2cd47c84e8b9001	https://open.spotify.com/artist/2ayNSoKPCRAfjp6hQ76hRu	65	61.5	4509383	['latin', 'latin pop', 'pop venezolano', 'reggaeton', 'trap latino']	5
Ronald Isley	spotify:artist:6W9RUw7xnNRYtgh8dimg7L	https://i.scdn.co/image/804728a22676731ced5824cf599510d29f363d63	https://open.spotify.com/artist/6W9RUw7xnNRYtgh8dimg7L	49	42.75	141969	['quiet storm', 'urban contemporary']	2
Queen	spotify:artist:1dfeR4HaWDbWqFHLkxsg1d	https://i.scdn.co/image/b040846ceba13c3e9c125d68389491094e7f2982	https://open.spotify.com/artist/1dfeR4HaWDbWqFHLkxsg1d	83	68.85	42062087	['classic rock', 'glam rock', 'rock']	3
CJ Solar	spotify:artist:2Tb4A6BOZgEeR7c6nyDlYy	https://i.scdn.co/image/ab6761610000e5ebe309b6fdd174884a93ae1fe0	https://open.spotify.com/artist/2Tb4A6BOZgEeR7c6nyDlYy	27	28.6	6537	['country pop']	1
Lil Wayne	spotify:artist:55Aa2cqylxrFIXC767Z865	https://i.scdn.co/image/ab6761610000e5ebc63aded6f4bf4d06d1377106	https://open.spotify.com/artist/55Aa2cqylxrFIXC767Z865	84	68.9	12260309	['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']	5
League of Legends	spotify:artist:47mIJdHORyRerp4os813jD	https://i.scdn.co/image/ab6761610000e5eb1c2306662a30b657f6118e23	https://open.spotify.com/artist/47mIJdHORyRerp4os813jD	79	58.3	1445949	['speedrun', 'video game music']	2
T3R Elemento	spotify:artist:34nbQa7Hug9DYkRJpfKNFv	https://i.scdn.co/image/ab6761610000e5ebda4a86133bb4f24995607898	https://open.spotify.com/artist/34nbQa7Hug9DYkRJpfKNFv	68	59.65	2667471	['corrido', 'corridos tumbados', 'musica mexicana', 'norteno', 'nueva musica mexicana', 'sierreno']	6
Billy Currington	spotify:artist:1By9QBFnjZAoI83BZppHlt	https://i.scdn.co/image/b54b36596d1511fd262e8e60445689624cd1adca	https://open.spotify.com/artist/1By9QBFnjZAoI83BZppHlt	65	60.8	2345325	['contemporary country', 'country', 'country road']	3
Killumantii	spotify:artist:3uihH9rY2n7IgCkO0Rjbe1	https://i.scdn.co/image/ab6761610000e5eb747d0bf444ef7ff755c04793	https://open.spotify.com/artist/3uihH9rY2n7IgCkO0Rjbe1	45	45.35	319050	['trap queen']	1
